Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cuenta,Saldo,No Cuentas,No Clientes
may-16,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),Corriente,132247.82,79,72
may-16,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),DPF,238444.98,16,16
may-16,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),Ahorro,2364302.67,6239,6224
may-16,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),Corriente,39278.77,72,72
may-16,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),DPF,1229293.22,74,63
may-16,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),Ahorro,1260933.21,11881,11728
may-16,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),Corriente,220299.88,346,336
may-16,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),DPF,233053.93,19,15
may-16,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),Ahorro,1364591.06,7406,7368
may-16,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),Corriente,452261.93,117,112
may-16,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),DPF,1080286.00,67,60
may-16,ZONAL LOJA,LOJA,LOJA,ALAMOR,Ahorro,1865855.48,6771,6665
may-16,ZONAL LOJA,LOJA,LOJA,ALAMOR,Corriente,96677.75,57,57
may-16,ZONAL LOJA,LOJA,LOJA,ALAMOR,DPF,417334.67,18,16
may-16,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,Ahorro,1576176.08,10178,10113
may-16,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,Corriente,139646.11,120,120
may-16,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,DPF,549034.92,32,31
may-16,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),Ahorro,1108468.32,5950,5931
may-16,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),Corriente,392267.23,57,51
may-16,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),DPF,165682.27,17,15
may-16,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),Ahorro,570613.78,4820,4803
may-16,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),Corriente,59051.99,65,58
may-16,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),DPF,170791.52,18,17
may-16,ZONAL LOJA,LOJA,LOJA,CELICA,Ahorro,1867833.15,6840,6742
may-16,ZONAL LOJA,LOJA,LOJA,CELICA,Corriente,94295.50,105,91
may-16,ZONAL LOJA,LOJA,LOJA,CELICA,DPF,235485.00,17,16
may-16,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),Ahorro,569552.91,2522,2514
may-16,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),Corriente,8179.71,29,29
may-16,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),DPF,5100.00,3,3
may-16,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),Ahorro,1037291.72,5637,5553
may-16,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),Corriente,230533.85,74,56
may-16,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),DPF,92461.62,14,12
may-16,ZONAL LOJA,LOJA,LOJA,LOJA,Ahorro,4412331.66,22786,22681
may-16,ZONAL LOJA,LOJA,LOJA,LOJA,Corriente,1729002.54,223,206
may-16,ZONAL LOJA,LOJA,LOJA,LOJA,DPF,322500.36,12,11
may-16,ZONAL LOJA,LOJA,LOJA,MACARA,Ahorro,1465637.16,7259,7181
may-16,ZONAL LOJA,LOJA,LOJA,MACARA,Corriente,40242.79,97,89
may-16,ZONAL LOJA,LOJA,LOJA,MACARA,DPF,789006.22,47,42
may-16,ZONAL LOJA,LOJA,LOJA,OLMEDO,Ahorro,202672.73,695,694
may-16,ZONAL LOJA,LOJA,LOJA,OLMEDO,Corriente,71476.90,3,3
may-16,ZONAL LOJA,LOJA,LOJA,OLMEDO,DPF,10010.00,1,1
may-16,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),Ahorro,493293.99,2552,2524
may-16,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),Corriente,654055.19,46,46
may-16,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),DPF,183238.40,9,9
may-16,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),Ahorro,683520.82,4411,4371
may-16,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),Corriente,234235.62,88,78
may-16,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),DPF,50500.00,5,5
may-16,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),Ahorro,774412.91,1810,1770
may-16,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),Corriente,12336.27,25,25
may-16,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),DPF,297711.96,17,15
may-16,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,Ahorro,1518589.37,6425,6300
may-16,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,Corriente,293523.48,81,72
may-16,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,DPF,285738.26,15,15
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),Ahorro,262340.59,1203,1200
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),Corriente,81465.13,20,20
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),DPF,91400.00,9,9
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),Ahorro,174260.43,1277,1273
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),Corriente,36177.10,17,14
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),DPF,10000.00,2,2
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),Ahorro,481610.17,2696,2685
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),Corriente,16655.62,25,18
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),DPF,161143.96,8,8
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),Ahorro,866466.40,6108,6075
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),Corriente,65239.47,86,81
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),DPF,47300.00,5,5
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Ahorro,2885878.71,10508,10473
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Corriente,91019.72,108,99
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,DPF,82000.00,4,4
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),Ahorro,1483442.68,6933,6925
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),Corriente,91218.19,65,65
may-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),DPF,239820.23,8,8
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),Ahorro,3191237.74,23292,23017
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),Corriente,93566.63,289,281
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),DPF,752690.89,43,38
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,Ahorro,2373121.94,22214,22066
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,Corriente,302795.46,162,161
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,DPF,208940.71,20,20
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,Ahorro,6615251.21,31278,30852
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,Corriente,1395672.06,355,322
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,DPF,1747997.36,125,118
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,Ahorro,3913961.35,23012,22809
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,Corriente,192051.50,216,203
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,DPF,398914.94,29,27
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),Ahorro,873980.27,5820,5769
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),Corriente,632741.33,49,49
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),DPF,52501.00,6,6
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),Ahorro,5602146.25,27286,27060
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),Corriente,695173.98,315,297
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),DPF,2776174.60,147,138
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,Ahorro,3688174.29,37366,36947
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,Corriente,659306.93,485,469
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,DPF,724817.27,51,44
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),Ahorro,631939.76,6245,6208
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),Corriente,36676.41,72,71
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),DPF,222061.60,15,14
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),Ahorro,975306.52,4206,4159
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),Corriente,43020.15,80,80
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),DPF,342031.82,12,12
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,Ahorro,1869303.82,15740,15538
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,Corriente,183542.69,382,370
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,DPF,35100.00,8,8
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),Ahorro,219192.23,1589,1585
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),Corriente,3467.92,14,14
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),DPF,61800.00,7,7
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,Ahorro,9943043.74,58686,57837
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,Corriente,6477854.27,640,601
may-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,DPF,2773456.00,170,155
may-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,Ahorro,992726.10,2887,2871
may-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,Corriente,72884.41,73,66
may-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),Ahorro,1484316.60,12885,12802
may-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),Corriente,22214.65,117,114
may-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),DPF,97605.00,6,6
may-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,Ahorro,10478989.52,55071,54263
may-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,Corriente,865165.95,951,925
may-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,DPF,2795185.05,198,174
may-16,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,Ahorro,1330470.94,9632,9530
may-16,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,Corriente,130002.93,238,222
may-16,ZONAL QUITO,BOLIVAR,QUITO,S. M. DE LOS BANCOS,DPF,102424.00,12,12
may-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,Ahorro,3513539.38,10696,10595
may-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,Corriente,2995147.61,148,145
may-16,ZONAL QUITO,NAPO,EL TENA,BAEZA,DPF,312092.78,28,27
may-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,Ahorro,4521720.35,26538,26437
may-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,Corriente,267792.32,303,284
may-16,ZONAL QUITO,NAPO,EL TENA,EL TENA,DPF,526900.00,18,18
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,DAYUMA (OE.),Ahorro,484820.39,3971,3950
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,DAYUMA (OE.),Corriente,3538.71,6,6
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,DAYUMA (OE.),DPF,25612.76,2,2
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,Ahorro,5571085.85,26630,26275
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,Corriente,384290.13,299,278
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,DPF,527433.02,35,34
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,Ahorro,2880179.38,10808,10749
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,Corriente,67497.32,84,79
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,DPF,137854.00,8,8
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,Ahorro,558667.19,3659,3640
may-16,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,Corriente,50747.62,66,66
may-16,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),Ahorro,3017279.02,16008,15847
may-16,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),Corriente,513647.38,343,335
may-16,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),DPF,432835.00,39,39
may-16,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,Ahorro,3096753.10,12850,12665
may-16,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,Corriente,286875.61,191,182
may-16,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,DPF,961950.48,81,73
may-16,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),Ahorro,1032290.98,5938,5921
may-16,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),Corriente,215914.50,142,136
may-16,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),DPF,271646.34,18,15
may-16,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,Ahorro,51754921.73,81655,79623
may-16,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,Corriente,13850245.53,1585,1446
may-16,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,DPF,6283702.67,398,347
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,Ahorro,2331627.94,11002,10821
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,Corriente,175748.40,68,67
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,DPF,901210.74,60,46
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),Ahorro,2830660.63,6135,6108
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),Corriente,112591.43,77,62
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),DPF,1509946.17,86,79
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,Ahorro,2090155.23,8062,7933
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,Corriente,297691.75,89,89
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,DPF,546984.53,46,45
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),Ahorro,375810.80,3980,3947
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),Corriente,6774.15,55,46
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),DPF,130786.26,11,11
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,Ahorro,58060.70,349,349
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,Corriente,7113.18,6,6
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,DPF,2510.00,3,3
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),Ahorro,789538.99,3528,3499
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),Corriente,187159.85,72,72
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),DPF,244805.72,18,17
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Ahorro,8396967.54,43751,43121
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Corriente,1077829.83,402,345
may-16,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,DPF,1177172.26,151,141
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),Ahorro,1863921.30,7003,6936
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),Corriente,56874.83,94,86
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),DPF,342962.12,25,24
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),Ahorro,2314905.80,16396,16323
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),Corriente,172171.36,152,149
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),DPF,235150.00,22,21
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,Ahorro,3752178.41,20714,20594
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,Corriente,897451.03,313,279
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,DPF,1311969.75,81,75
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),Ahorro,582450.79,3068,3061
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),Corriente,130624.72,19,19
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),DPF,48666.00,14,14
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),Ahorro,224165.49,2776,2738
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),Corriente,2291.15,3,3
may-16,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),DPF,18800.00,7,7
may-16,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,Ahorro,4696090.02,25643,25542
may-16,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,Corriente,689777.48,396,364
may-16,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,DPF,261411.50,22,20
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,AMBATO,Ahorro,5074113.05,27076,26795
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,AMBATO,Corriente,706598.50,279,239
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,AMBATO,DPF,622938.93,44,42
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,BANOS (AG.),Ahorro,417793.96,3311,3297
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,BANOS (AG.),Corriente,15776.96,39,39
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,BANOS (AG.),DPF,161770.83,12,11
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,CEVALLOS (AG.),Ahorro,435562.55,2561,2549
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,CEVALLOS (AG.),Corriente,137057.11,83,82
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,CEVALLOS (AG.),DPF,30216.98,4,4
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,PILLARO (AG.),Ahorro,379678.93,3334,3333
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,PILLARO (AG.),Corriente,51842.38,24,24
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,PILLARO (AG.),DPF,3827.00,2,2
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,QUERO,Ahorro,574623.92,2385,2378
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,QUERO,Corriente,298598.73,30,30
may-16,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,QUERO,DPF,13700.00,2,2
jun-16,MATRIZ,PICHINCHA,MATRIZ,MATRIZ,DPF,294000000.00,3,1
jun-16,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),Ahorro,880138.15,3058,3047
jun-16,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),Corriente,234141.72,92,89
jun-16,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),DPF,129500.00,12,12
jun-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,Ahorro,4776409.72,17575,17509
jun-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,Corriente,2183824.26,397,368
jun-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,DPF,2013283.22,119,102
jun-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),Ahorro,1515811.45,3518,3478
jun-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),Corriente,203820.04,70,70
jun-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),DPF,1859642.00,105,83
jun-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,Ahorro,1304457.10,8672,8461
jun-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,Corriente,53112.09,132,124
jun-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,DPF,418744.18,35,27
jun-16,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,Ahorro,1127940.63,4944,4910
jun-16,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,Corriente,84560.19,121,117
jun-16,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,DPF,268450.27,26,21
jun-16,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),Ahorro,1078140.93,2546,2540
jun-16,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),Corriente,206002.69,85,73
jun-16,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),DPF,586500.00,8,7
jun-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,Ahorro,5610672.16,10575,10448
jun-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,Corriente,507497.86,218,205
jun-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,DPF,6768483.15,339,289
jun-16,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),Ahorro,612832.39,1813,1803
jun-16,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),Corriente,33372.20,30,30
jun-16,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),DPF,652191.47,63,59
jun-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),Ahorro,3283204.68,9516,9388
jun-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),Corriente,153347.34,91,73
jun-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),DPF,3179378.26,109,103
jun-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),Ahorro,1393163.86,8415,8178
jun-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),Corriente,273261.12,217,214
jun-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),DPF,393000.49,23,21
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,Ahorro,1564774.02,7946,7923
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,Corriente,237097.09,237,228
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,DPF,366760.31,24,21
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),Ahorro,1640642.90,4552,4537
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),Corriente,208874.10,107,97
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),DPF,408387.66,26,26
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,Ahorro,3016680.65,15211,15100
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,Corriente,386713.79,221,212
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,DPF,230100.00,16,15
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),Ahorro,964644.87,4069,4020
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),Corriente,484065.96,93,92
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),DPF,237400.00,16,14
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),Ahorro,206094.07,2198,2180
jun-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),Corriente,1494.24,11,9
