Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cartera,Saldo de Cartera, No Operaciones , No Clientes ,Cartera Vencida,Cartera por Vencer,Cartera NDI, No Operaciones Vencidas ,Cartera improductiva
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,1023.37,5,3,0,1023.37,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA REESTRUCTURADA,5233,2,1,0,5233,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,MILAGRO,MICROEMPRESA,927.11,2,1,0,927.11,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,2101.86,6,3,0,2101.86,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,48.04,1,1,0,48.04,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,PLAYAS (OE.),MICROEMPRESA,638.93,2,1,0,638.93,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,SANTA ELENA,SANTA ELENA,MICROEMPRESA,2224.91,2,1,0,2224.91,0,     ,0
may-16,ZONAL GUAYAQUIL,GALAPAGOS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,342.44,2,1,0,342.44,0,     ,0
may-16,ZONAL GUAYAQUIL,GALAPAGOS,GUAYAQUIL,GUAYAQUIL,COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GALAPAGOS,GUAYAQUIL,GUAYAQUIL,COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GALAPAGOS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,12,12,6,12,0,0,     ,12
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. AYORA (AG.),COMERCIAL,15476.52,2,1,0,15476.52,0,     ,0
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. AYORA (AG.),MICROEMPRESA,4494426.22,855,418,46626.05,3942397.56,505402.61,1,552028.66
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. AYORA (AG.),MICROEMPRESA REESTRUCTURADA,1957.78,2,1,0,1957.78,0,     ,0
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,COMERCIAL,2070128.7,75,36,30,2070098.7,0,     ,30
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,COMERCIAL REESTRUCTURADO,14,14,7,14,0,0,     ,14
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,CONSUMO,325.1,2,1,137.77,187.33,0,1,137.77
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,MICROEMPRESA,2231927.08,401,193,17296.2,2106662.05,107968.83,2,125265.03
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,MICROEMPRESA REESTRUCTURADA,56419.62,20,11,1873.61,54546.01,0,1,1873.61
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PUERTO VILLAMIL (AG),COMERCIAL,247413.12,14,7,20626.51,144916.86,81869.75,     ,102496.26
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PUERTO VILLAMIL (AG),COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PUERTO VILLAMIL (AG),MICROEMPRESA,675995.99,177,87,1841.05,656171.88,17983.06,     ,19824.11
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABA (AG.),MICROEMPRESA,46743.02,114,58,0,46743.02,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABAHOYO,COMERCIAL,33321.5,2,1,0,33321.5,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABAHOYO,COMERCIAL REESTRUCTURADO,4357.44,2,1,0,4357.44,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABAHOYO,MICROEMPRESA,120681.06,338,176,0,120681.06,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABAHOYO,MICROEMPRESA REESTRUCTURADA,38892.32,6,2,0,38892.32,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,CATARAMA,MICROEMPRESA,98721.82,117,61,2500.33,73718.46,22503.03,     ,25003.36
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,CATARAMA,MICROEMPRESA REESTRUCTURADA,0,2,1,0,0,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,PALENQUE (OE),MICROEMPRESA,11823.33,26,13,0,11823.33,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,QUEVEDO (AG.),COMERCIAL REESTRUCTURADO,4,4,2,4,0,0,     ,4
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,108781.92,253,133,0,108781.92,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA REESTRUCTURADA,22290.94,8,3,0,22290.94,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA,3031.84,8,4,0,3031.84,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,2968.8,6,3,0,2968.8,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VENTANAS,COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VENTANAS,MICROEMPRESA,14982.68,34,18,0,14982.68,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VINCES,COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VINCES,MICROEMPRESA,171632.67,304,160,0,171632.67,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,GUARANDA,CALUMA (AG.),MICROEMPRESA,1022.55,2,1,0,1022.55,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,GUARANDA,CHILLANES (AG.),MICROEMPRESA,12000,2,1,0,12000,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),COMERCIAL,6,6,3,6,0,0,     ,6
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),COMERCIAL REESTRUCTURADO,34,34,17,34,0,0,     ,34
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,9466070.62,11160,5823,78588.12,8797426.73,590055.77,15,668643.89
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA REESTRUCTURADA,348490.08,122,61,293.74,344912.33,3284.01,1,3577.75
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),COMERCIAL,3280925.66,607,283,29416.44,3195320.66,56188.56,     ,85605
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),COMERCIAL REESTRUCTURADO,317868,242,117,34982.37,277752.01,5133.62,2,40115.99
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),CONSUMO,18,18,9,18,0,0,     ,18
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,9261680.52,7722,3962,217053.58,8196329.89,848297.05,19,1065350.63
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA REESTRUCTURADA,4566605.18,1778,884,36113.26,4222535.51,307956.41,3,344069.67
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,CHONGON (OE),COMERCIAL REESTRUCTURADO,1979.58,2,1,0,1979.58,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,CHONGON (OE),MICROEMPRESA,1592289.37,1838,926,19718.87,1453225.74,119344.76,4,139063.63
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,CHONGON (OE),MICROEMPRESA REESTRUCTURADA,15238.16,8,4,2,15236.16,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),COMERCIAL REESTRUCTURADO,65157.46,14,4,0,65157.46,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,2737689.16,2449,1275,64252.72,2480616.41,192820.03,10,257072.75
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA REESTRUCTURADA,735440.6,272,136,6353.44,707887.24,21199.92,     ,27553.36
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),COMERCIAL,2691012.87,917,446,388020.1,1700220.62,602772.15,14,990792.25
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),COMERCIAL REESTRUCTURADO,336779.03,485,235,463,336316.03,0,     ,463
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),CONSUMO,4,4,2,4,0,0,     ,4
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),CONSUMO REESTRUCTURADO,8,8,4,8,0,0,     ,8
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,6904957.23,6678,3444,248302.64,5886045.77,770608.82,30,1018911.46
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA REESTRUCTURADA,5562991.54,1437,702,20992.99,5322249.63,219748.92,9,240741.91
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),COMERCIAL,5135915.83,544,263,136282.08,4382404.66,617229.09,     ,753511.17
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),COMERCIAL REESTRUCTURADO,1092899.99,248,123,130,1092769.99,0,     ,130
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),CONSUMO,22,22,11,22,0,0,     ,22
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,19082016.42,4088,2043,393590.9,16565576.12,2122849.4,32,2516440.3
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA REESTRUCTURADA,1718116.37,541,268,41965.19,1515480.26,160670.92,2,202636.11
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),COMERCIAL,1485359.85,98,48,64,1485295.85,0,     ,64
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),COMERCIAL REESTRUCTURADO,216481.61,48,23,36,216445.61,0,     ,36
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,5657480.78,5795,3025,51265.58,5447555.43,158659.77,13,209925.35
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA REESTRUCTURADA,834026.41,213,106,5380.81,762185.55,66460.05,2,71840.86
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),COMERCIAL,32,32,16,32,0,0,     ,32
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),COMERCIAL REESTRUCTURADO,20740.1,8,4,6,20734.1,0,     ,6
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,2260375.52,1974,1018,22173.19,1993712.37,244489.96,7,266663.15
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA REESTRUCTURADA,51803.79,31,16,155.46,50182.89,1465.44,     ,1620.9
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,COMERCIAL,10322363.04,2193,1071,322497.43,8957125.17,1042740.44,24,1365237.87
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,COMERCIAL REESTRUCTURADO,1627670.86,463,229,13693.12,1367722.84,246254.9,     ,259948.02
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,CONSUMO,18,18,9,18,0,0,     ,18
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,15364261.71,14118,6976,238223.18,13395971.07,1730067.46,39,1968290.64
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA REESTRUCTURADA,2482406.7,676,337,35217.77,2291040.99,156147.94,6,191365.71
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,COMERCIAL,4251422.12,344,164,177712.87,3235400.35,838308.9,     ,1016021.77
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,COMERCIAL REESTRUCTURADO,70,70,32,70,0,0,     ,70
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,CONSUMO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,MICROEMPRESA,6647517.75,4574,2333,124523.59,6190702.51,332291.65,10,456815.24
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,MICROEMPRESA REESTRUCTURADA,510296.53,174,85,298.04,507914.17,2084.32,1,2382.36
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),COMERCIAL,2716789.26,322,152,92314.1,2172429.05,452046.11,2,544360.21
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),COMERCIAL REESTRUCTURADO,412726.48,97,47,1798.44,403534.96,7393.08,     ,9191.52
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),CONSUMO,4,4,2,4,0,0,     ,4
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),CONSUMO REESTRUCTURADO,2349.62,2,1,0,2349.62,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,6119060.5,3113,1528,175659.27,5371718.57,571682.66,19,747341.93
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA REESTRUCTURADA,582926.46,195,95,19910.07,499691.78,63324.61,5,83234.68
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PALESTINA (OE.),COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PALESTINA (OE.),MICROEMPRESA,33643.89,28,14,1288,27267.89,5088,     ,6376
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PALESTINA (OE.),MICROEMPRESA REESTRUCTURADA,443.7,6,3,4,439.7,0,     ,4
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),COMERCIAL,391479.14,160,78,29272.44,329151.72,33054.98,5,62327.42
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),COMERCIAL REESTRUCTURADO,298339.65,329,159,636.91,292207.57,5495.17,     ,6132.08
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),CONSUMO,8,8,4,8,0,0,     ,8
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),CONSUMO REESTRUCTURADO,322.56,12,6,322.56,0,0,2,322.56
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,6279006.82,5252,2671,66025.52,5869758.46,343222.84,17,409248.36
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA REESTRUCTURADA,599174.29,302,147,24983.76,505740.75,68449.78,13,93433.54
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),COMERCIAL,14,14,7,14,0,0,     ,14
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),COMERCIAL REESTRUCTURADO,12,12,6,12,0,0,     ,12
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),MICROEMPRESA,2227451.62,2796,1412,11130.23,2159819.48,56501.91,1,67632.14
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),MICROEMPRESA REESTRUCTURADA,67915,56,28,20,67895,0,     ,20
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),COMERCIAL,10,10,5,10,0,0,     ,10
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,1936298.03,2542,1314,20367.35,1872145.87,43784.81,6,64152.16
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA REESTRUCTURADA,364108.33,100,50,393.94,347300.43,16413.96,     ,16807.9
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),COMERCIAL,29866.89,6,3,4,29862.89,0,     ,4
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),COMERCIAL REESTRUCTURADO,6,6,3,6,0,0,     ,6
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),MICROEMPRESA,799803.7,1200,631,70759.37,688780.4,40263.93,17,111023.3
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),MICROEMPRESA REESTRUCTURADA,236179.55,84,42,780.94,232407.88,2990.73,2,3771.67
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),COMERCIAL,16,16,8,16,0,0,     ,16
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA,2597414.81,2260,1185,80497.42,2000103.74,516813.65,26,597311.07
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA REESTRUCTURADA,631077.2,204,102,361.04,619516.93,11199.23,     ,11560.27
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),COMERCIAL,22,22,11,22,0,0,     ,22
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),MICROEMPRESA,1798694.17,606,321,7058.86,1705217.61,86417.7,2,93476.56
may-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),MICROEMPRESA REESTRUCTURADA,72285.1,26,13,0,72285.1,0,     ,0
may-16,ZONAL GUAYAQUIL,GUAYAS,SANTA ELENA,SALINAS (AG.),MICROEMPRESA,7944.95,15,9,2,7942.95,0,     ,2
may-16,ZONAL GUAYAQUIL,GUAYAS,SANTA ELENA,SANTA ELENA,COMERCIAL,12,12,6,12,0,0,     ,12
may-16,ZONAL GUAYAQUIL,GUAYAS,SANTA ELENA,SANTA ELENA,COMERCIAL REESTRUCTURADO,10,10,5,10,0,0,     ,10
may-16,ZONAL GUAYAQUIL,GUAYAS,SANTA ELENA,SANTA ELENA,MICROEMPRESA,27720.17,58,30,16,27704.17,0,     ,16
may-16,ZONAL GUAYAQUIL,GUAYAS,SANTA ELENA,SANTA ELENA,MICROEMPRESA REESTRUCTURADA,6958.2,2,1,0,6958.2,0,     ,0
may-16,ZONAL GUAYAQUIL,LOJA,BABAHOYO,BABAHOYO,MICROEMPRESA,147.29,2,1,0,147.29,0,     ,0
may-16,ZONAL GUAYAQUIL,LOJA,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,1023.35,2,1,0,1023.35,0,     ,0
may-16,ZONAL GUAYAQUIL,LOJA,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,1023.35,2,1,0,1023.35,0,     ,0
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),COMERCIAL,346.8,1,1,346.8,0,0,1,346.8
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),COMERCIAL REESTRUCTURADO,47468.2,2,1,0,47468.2,0,     ,0
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),MICROEMPRESA,3671355,2716,1375,74122.43,3392888.98,204343.59,14,278466.02
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),MICROEMPRESA REESTRUCTURADA,771332.76,220,108,58257.7,699817.59,13257.47,8,71515.17
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,COMERCIAL,5495236.52,281,129,133549.81,5182098.87,179587.84,4,313137.65
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,COMERCIAL REESTRUCTURADO,913582.22,125,63,2528.26,903613.17,7440.79,     ,9969.05
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,CONSUMO,10,10,5,10,0,0,     ,10
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,CONSUMO REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,MICROEMPRESA,16453925.3,8130,4109,247123.16,14865431.29,1341370.85,14,1588494.01
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,MICROEMPRESA REESTRUCTURADA,3601000.35,637,310,70399.59,3357513.91,173086.85,4,243486.44
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,COMERCIAL,3103437.47,93,42,122066.19,2563041.29,418329.99,6,540396.18
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,COMERCIAL REESTRUCTURADO,262685.01,58,29,721,255826.01,6138,     ,6859
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,CONSUMO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,MICROEMPRESA,8486193.37,4356,2213,143763.86,7661522.38,680907.13,14,824670.99
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,MICROEMPRESA REESTRUCTURADA,1259513.6,364,170,32743.13,1164925.33,61845.14,4,94588.27
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),MICROEMPRESA,2215575.62,1508,754,10676.95,2118014.22,86884.45,3,97561.4
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),MICROEMPRESA REESTRUCTURADA,120007.96,50,25,7300,109807.96,2900,2,10200
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),COMERCIAL,6311080.76,628,297,109931.32,5910499.39,290650.05,6,400581.37
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),COMERCIAL REESTRUCTURADO,241304.86,170,84,162,241142.86,0,     ,162
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),CONSUMO,20,20,10,20,0,0,     ,20
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,17357426.27,9003,4568,300050.58,14649995.2,2407380.49,54,2707431.07
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA REESTRUCTURADA,1964451.98,641,291,11745.61,1782497.63,170208.74,2,181954.35
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA,4499360.77,1997,996,36696.3,4293501.77,169162.7,4,205859
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA REESTRUCTURADA,11976.94,12,6,975.56,6143.58,4857.8,     ,5833.36
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),COMERCIAL,2347769.51,62,31,0,2347769.51,0,     ,0
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),COMERCIAL REESTRUCTURADO,112483.37,10,5,2,112481.37,0,     ,2
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,4605841.23,2216,1156,71548.24,4199570.67,334722.32,11,406270.56
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),MICROEMPRESA REESTRUCTURADA,131644.13,30,15,2,131642.13,0,     ,2
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,COMERCIAL,2038220.97,203,96,62993.94,1922727.03,52500,4,115493.94
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,COMERCIAL REESTRUCTURADO,176777.31,116,55,6112.41,152597.04,18067.86,     ,24180.27
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,CONSUMO,8,8,4,8,0,0,     ,8
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,MICROEMPRESA,9070169.96,5282,2687,67449.98,8620171.3,382548.68,10,449998.66
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,MICROEMPRESA REESTRUCTURADA,234362.39,110,54,9607.25,208753.95,16001.19,     ,25608.44
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,COMERCIAL,2922476.7,292,145,38164.16,2578301.88,306010.66,     ,344174.82
may-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,COMERCIAL REESTRUCTURADO,619487.56,300,149,193.75,615272.26,4021.55,     ,4215.3
